id,carat,cut,color,clarity,depth,table,x,y,z,price
33819,0.84,Ideal,J,VS1,62.0,55.0,6.07,6.06,3.76,7.806
33820,0.33,Ideal,D,VS2,62.5,56.0,4.43,4.46,2.78,6.661
33821,0.51,Ideal,D,VS2,61.9,57.0,5.11,5.13,3.17,7.488
33822,0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,6.668
33823,1.51,Ideal,D,SI2,61.2,56.0,7.4,7.36,4.52,8.844
33824,0.31,Premium,D,VS2,62.0,59.0,4.36,4.32,2.69,6.848
33825,0.31,Very Good,I,VVS1,63.6,55.0,4.27,4.32,2.73,6.293
33826,0.31,Ideal,D,VVS2,60.1,56.0,4.43,4.46,2.67,6.655
33827,1.75,Premium,I,SI1,60.8,58.0,7.83,7.79,4.75,8.942
33828,0.42,Ideal,D,VVS2,62.1,55.0,4.81,4.78,2.98,7.236
33829,0.9,Premium,I,VS1,62.9,60.0,6.09,6.05,3.82,8.156
33830,0.61,Premium,D,SI1,61.6,58.0,5.37,5.34,3.3,7.386
33831,0.38,Ideal,F,VVS2,60.8,53.0,4.72,4.76,2.88,6.87
33832,0.32,Ideal,E,VS2,62.2,55.0,4.38,4.37,2.72,6.802
33833,0.79,Good,I,VS2,58.5,62.0,5.99,6.04,3.52,7.804
33834,0.7,Ideal,E,SI1,61.4,57.0,5.71,5.75,3.52,7.885
33835,0.5,Ideal,E,VS2,60.0,57.0,5.12,5.15,3.08,7.393
33836,0.35,Very Good,E,VS1,62.3,60.0,4.5,4.52,2.81,6.72
33837,0.43,Very Good,E,SI1,63.2,57.0,4.84,4.78,3.04,6.854
33838,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,9.295
33839,1.02,Ideal,E,SI1,62.2,54.7,6.44,6.47,4.01,8.672
33840,1.25,Very Good,I,SI1,62.1,58.0,6.86,6.9,4.27,8.648
33841,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,9.084
33842,1.04,Ideal,H,SI2,61.7,57.0,6.54,6.49,4.02,8.421
33843,0.31,Ideal,E,VS2,61.6,57.0,4.35,4.38,2.69,6.522
33844,0.7,Ideal,H,VS2,61.5,56.0,5.71,5.73,3.52,8.019
33845,1.09,Ideal,E,VS2,61.2,56.0,6.62,6.67,4.07,8.915
33846,2.0,Premium,H,SI1,62.6,56.0,8.01,7.96,5.0,9.785
33847,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,6.931
33848,2.01,Very Good,G,SI1,63.2,56.0,8.04,7.96,5.06,9.726
33849,1.0,Very Good,D,SI1,63.1,56.0,6.34,6.3,3.99,8.639
33850,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,6.957
33851,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,7.766
33852,0.5,Very Good,E,VS2,62.7,54.0,5.07,5.1,3.19,7.393
33853,2.02,Very Good,I,SI2,61.1,61.0,8.08,8.11,4.95,9.537
33854,1.22,Premium,H,VS1,63.0,59.0,6.8,6.73,4.26,8.804
33855,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17,8.765
33856,0.52,Ideal,H,SI2,61.0,55.0,5.22,5.19,3.18,6.971
33857,0.3,Ideal,G,IF,62.0,56.0,4.31,4.3,2.67,6.863
33858,1.65,Ideal,G,IF,62.4,55.0,7.61,7.53,4.72,9.783
33859,0.51,Premium,F,VS2,61.0,58.0,5.17,5.1,3.13,7.431
33860,0.3,Premium,F,VS2,60.4,58.0,4.31,4.33,2.61,6.405
33861,0.33,Very Good,H,VS2,58.8,62.0,4.49,4.53,2.65,6.186
33862,0.45,Premium,F,SI2,61.5,61.0,4.95,4.9,3.03,6.842
33863,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,6.356
33864,0.91,Ideal,G,VS1,62.3,55.0,6.22,6.17,3.86,8.471
33865,0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,7.951
33866,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47,8.125
33867,0.3,Premium,E,SI2,61.7,61.0,4.31,4.28,2.65,6.292
33868,0.33,Ideal,F,VS2,61.4,57.0,4.48,4.45,2.74,6.75
33869,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,7.425
33870,1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59,9.456
33871,0.33,Very Good,F,SI1,59.9,61.0,4.44,4.47,2.67,6.31
33872,0.3,Ideal,H,VVS1,62.0,56.0,4.29,4.32,2.67,6.5
33873,0.6,Very Good,D,SI1,62.2,56.0,5.4,5.44,3.37,7.548
33874,0.56,Good,F,VS1,63.2,61.0,5.2,5.28,3.3,7.445
33875,0.53,Ideal,G,SI1,61.1,55.0,5.24,5.26,3.21,7.345
33876,1.35,Ideal,H,VS2,61.6,55.0,7.08,7.02,4.34,8.78
33877,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,8.686
33878,0.3,Very Good,H,IF,62.3,56.0,4.3,4.33,2.68,6.538
33879,0.38,Very Good,H,SI1,60.1,57.0,4.73,4.75,2.85,6.495
33880,0.32,Ideal,D,VS1,61.5,56.0,4.41,4.43,2.72,6.759
33881,0.71,Premium,F,SI1,63.0,59.0,5.69,5.62,3.56,7.775
33882,0.3,Very Good,G,VS2,61.8,60.0,4.29,4.25,2.64,6.225
33883,0.47,Very Good,F,VVS2,62.1,56.0,4.96,4.99,3.09,7.388
33884,0.23,Very Good,E,VVS2,61.2,60.0,3.92,3.96,2.41,6.225
33885,0.28,Ideal,F,VVS2,61.4,57.0,4.2,4.24,2.59,6.465
33886,0.31,Ideal,H,SI1,61.9,56.0,4.38,4.35,2.7,6.389
33887,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,6.64
33888,0.3,Ideal,D,VVS2,59.5,56.0,4.42,4.38,2.62,6.856
33889,2.13,Premium,G,SI2,60.7,60.0,8.27,8.37,5.05,9.728
33890,1.5,Fair,G,SI1,64.5,57.0,7.15,7.09,4.59,9.245
33891,0.37,Very Good,F,VS2,61.2,60.0,4.59,4.63,2.82,6.615
33892,1.05,Premium,E,IF,59.0,58.0,6.7,6.66,3.94,9.388
33893,1.3,Fair,J,SI1,66.0,57.1,6.73,6.82,4.45,8.61
33894,0.3,Good,H,VS1,63.1,57.0,4.24,4.26,2.68,6.265
33895,0.77,Premium,G,SI2,61.3,58.0,5.94,5.88,3.62,7.663
33896,0.7,Premium,G,VS2,62.9,62.0,5.63,5.57,3.52,7.844
33897,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,6.611
33898,0.59,Premium,G,VS2,62.6,56.0,5.39,5.34,3.36,7.448
33899,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,7.575
33900,0.34,Ideal,F,VVS1,62.0,56.0,4.45,4.49,2.77,6.874
33901,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,6.564
33902,1.71,Premium,I,VS1,60.7,60.0,7.74,7.71,4.69,9.48
33903,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,7.597
33904,1.15,Ideal,H,SI2,62.5,58.0,6.65,6.69,4.17,8.577
33905,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,6.802
33906,0.56,Ideal,F,VS1,61.7,54.0,5.34,5.3,3.28,7.609
33907,0.4,Ideal,E,VVS1,61.3,56.0,4.78,4.75,2.92,7.509
33908,0.57,Good,H,SI1,63.1,54.0,5.28,5.3,3.34,7.105
33909,0.7,Ideal,H,SI2,63.1,54.0,5.64,5.68,3.57,7.587
33910,1.04,Premium,D,VS2,61.1,60.0,6.51,6.48,3.97,8.969
33911,0.54,Premium,H,VS1,60.8,61.0,5.29,5.23,3.2,7.401
33912,0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,6.576
33913,0.32,Ideal,E,VVS1,61.7,55.0,4.38,4.41,2.71,6.779
33914,2.1,Ideal,G,SI2,61.3,55.0,8.19,8.25,5.04,9.815
33915,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,7.763
33916,0.44,Premium,I,VVS1,62.5,60.0,4.82,4.87,3.03,6.831
33917,0.53,Ideal,G,SI1,62.1,53.0,5.22,5.27,3.26,7.061
33918,0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,5.951
33919,1.01,Very Good,F,VVS2,61.9,56.0,6.42,6.48,3.99,9.051
33920,1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,8.987
33921,1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,8.514
33922,1.01,Fair,G,SI2,65.1,58.0,6.29,6.21,4.07,8.149
33923,0.51,Premium,I,SI1,62.7,59.0,5.06,5.09,3.18,6.892
33924,1.01,Premium,F,SI2,62.2,58.0,6.4,6.37,3.97,8.188
33925,0.39,Ideal,E,IF,61.3,56.0,4.71,4.75,2.9,7.195
33926,0.72,Very Good,E,VVS1,61.2,58.0,5.75,5.79,3.53,8.27
33927,0.3,Premium,G,VVS2,60.6,58.0,4.36,4.35,2.64,6.778
33928,0.7,Good,F,VS1,63.8,58.0,5.61,5.58,3.57,7.979
33929,0.56,Ideal,E,VS2,60.7,57.0,5.31,5.34,3.23,7.506
33930,1.5,Very Good,J,VS2,62.6,58.0,7.25,7.29,4.55,8.922
33931,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,6.687
33932,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,7.738
33933,1.7,Ideal,I,VS1,63.0,55.0,7.75,7.54,4.76,9.395
33934,0.3,Good,H,SI1,63.9,55.0,4.27,4.24,2.72,6.292
33935,0.33,Ideal,H,VS1,60.2,57.0,4.5,4.54,2.72,6.361
33936,0.32,Ideal,G,IF,61.8,55.0,4.41,4.43,2.73,6.861
33937,0.7,Ideal,G,VS1,60.5,56.0,5.77,5.79,3.5,8.127
33938,0.36,Ideal,G,VS1,61.6,56.0,4.56,4.59,2.82,6.588
33939,1.01,Very Good,H,VVS2,63.3,57.0,6.39,6.35,4.03,8.716
33940,0.34,Ideal,G,VS2,62.0,54.0,4.5,4.47,2.78,6.64
33941,1.07,Ideal,H,VS1,61.0,57.0,6.59,6.63,4.03,8.915
33942,0.9,Premium,E,VS2,59.5,58.0,6.33,6.28,3.75,8.578
33943,0.41,Premium,G,VS1,60.5,58.0,4.76,4.8,2.89,6.801
33944,0.32,Ideal,E,VVS1,62.5,56.0,4.42,4.38,2.75,6.951
33945,0.7,Very Good,G,SI1,61.8,56.0,5.7,5.76,3.54,7.653
33946,1.01,Very Good,G,IF,62.8,57.0,6.39,6.42,4.02,9.062
33947,0.73,Ideal,J,VVS2,61.2,56.0,5.81,5.85,3.57,7.817
33948,0.32,Ideal,G,VS2,61.8,55.0,4.41,4.42,2.73,6.33
33949,0.59,Ideal,E,SI1,60.7,56.0,5.45,5.49,3.32,7.492
33950,1.5,Very Good,E,VS1,59.0,62.0,7.45,7.47,4.4,9.678
33951,0.34,Ideal,I,VVS1,61.8,56.0,4.5,4.47,2.77,6.688
33952,1.52,Premium,F,VS2,59.4,60.0,7.61,7.5,4.49,9.513
33953,0.59,Ideal,H,VVS2,61.8,56.0,5.37,5.41,3.33,7.514
33954,0.31,Ideal,H,VS1,61.3,55.0,4.36,4.38,2.68,6.332
33955,0.96,Fair,F,SI2,65.2,58.0,6.14,6.12,3.99,8.213
33956,0.91,Very Good,G,VVS2,63.4,58.0,6.1,6.14,3.88,8.487
33957,1.0,Premium,D,SI1,61.5,60.0,6.38,6.34,3.91,8.61
33958,1.52,Premium,I,VVS2,61.6,58.0,7.37,7.41,4.55,9.29
33959,0.58,Ideal,G,SI2,62.0,57.0,5.35,5.29,3.3,7.034
33960,1.14,Ideal,F,VVS1,60.1,60.0,6.79,6.83,4.09,9.326
33961,1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,8.416
33962,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,7.222
33963,1.39,Premium,E,VS2,61.7,59.0,7.13,7.09,4.39,9.328
33964,0.55,Ideal,H,VVS2,62.1,55.0,5.25,5.28,3.27,7.419
33965,1.01,Ideal,G,VS1,62.1,54.0,6.41,6.43,3.99,8.89
33966,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,8.43
33967,0.53,Ideal,I,VS2,61.9,54.0,5.21,5.23,3.23,7.067
33968,1.53,Ideal,H,SI1,61.9,58.0,7.38,7.42,4.58,9.023
33969,0.61,Very Good,I,VS2,63.4,55.0,5.46,5.42,3.45,7.245
33970,0.52,Very Good,F,VVS2,61.5,57.0,5.18,5.22,3.19,7.64
33971,0.54,Ideal,H,VS1,61.2,55.0,5.25,5.31,3.23,7.282
33972,2.01,Ideal,J,SI2,60.8,57.0,8.15,8.13,4.95,9.492
33973,0.34,Very Good,H,VS2,61.9,56.0,4.46,4.49,2.77,6.286
33974,1.47,Very Good,H,SI2,59.1,56.0,7.46,7.51,4.42,8.914
33975,1.55,Ideal,I,SI2,60.7,60.0,7.49,7.46,4.54,8.994
33976,0.33,Premium,E,VS2,60.6,58.0,4.49,4.45,2.71,6.764
33977,0.71,Fair,D,VS2,64.7,58.0,5.61,5.58,3.62,8.032
33978,0.75,Ideal,H,SI1,61.9,55.0,5.82,5.85,3.61,8.01
33979,0.3,Ideal,F,IF,62.0,56.0,4.3,4.34,2.68,6.853
33980,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,6.994
33981,0.38,Ideal,H,SI1,61.2,56.0,4.63,4.68,2.85,6.477
33982,0.32,Premium,H,VS1,61.7,58.0,4.38,4.44,2.72,6.33
33983,1.05,Good,H,VS2,63.7,58.0,6.4,6.45,4.09,8.611
33984,0.52,Ideal,D,VS2,62.1,57.0,5.17,5.13,3.2,7.533
33985,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88,6.725
33986,0.75,Premium,E,SI1,61.7,60.0,5.84,5.8,3.59,8.014
33987,0.31,Premium,F,SI1,60.5,60.0,4.37,4.39,2.65,6.246
33988,0.93,Good,G,SI1,63.8,58.0,6.14,6.09,3.9,8.384
33989,0.51,Very Good,E,SI1,63.5,54.0,5.1,5.07,3.23,7.274
33990,0.32,Ideal,H,VVS1,62.2,56.0,4.37,4.38,2.72,6.593
33991,0.3,Very Good,G,SI1,59.7,60.0,4.35,4.39,2.61,6.103
33992,1.59,Ideal,G,VS2,61.8,56.0,7.51,7.44,4.62,9.19
33993,0.71,Very Good,D,VS2,59.7,55.0,5.85,5.88,3.5,8.072
33994,0.34,Ideal,E,VS1,61.8,57.0,4.47,4.5,2.77,6.691
33995,1.51,Good,I,VS2,63.7,58.0,7.23,7.21,4.6,9.118
33996,1.03,Ideal,D,SI1,61.6,55.0,6.49,6.53,4.01,8.666
33997,0.59,Very Good,E,VVS2,61.7,59.0,5.37,5.36,3.31,7.822
33998,0.9,Fair,D,SI2,65.7,60.0,5.98,5.93,3.91,8.072
33999,1.0,Ideal,G,VS1,62.7,54.0,6.42,6.37,4.01,8.774
34000,0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5,7.773
34001,0.32,Good,E,SI1,63.5,56.0,4.34,4.38,2.77,6.261
34002,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,7.945
34003,0.7,Ideal,D,SI2,62.6,54.0,5.69,5.72,3.57,7.985
34004,0.5,Good,D,SI1,63.2,59.0,5.02,5.04,3.18,7.241
34005,0.91,Very Good,H,VS1,60.0,58.0,6.29,6.38,3.8,8.415
34006,0.31,Good,G,VVS1,57.5,62.0,4.47,4.54,2.59,6.744
34007,0.36,Ideal,G,VVS1,61.7,55.0,4.58,4.6,2.83,7.059
34008,0.31,Premium,D,SI2,60.1,60.0,4.38,4.41,2.64,6.136
34009,1.14,Premium,I,SI1,60.4,60.0,6.78,6.73,4.08,8.433
34010,1.55,Premium,H,VS1,62.6,58.0,7.4,7.34,4.61,9.355
34011,1.02,Ideal,E,VS2,62.7,56.0,6.38,6.44,4.02,8.815
34012,0.43,Good,F,SI1,63.6,53.0,4.79,4.83,3.06,6.605
34013,0.4,Ideal,G,SI2,60.4,56.0,4.78,4.82,2.9,6.613
34014,0.5,Good,F,SI2,63.5,58.0,4.98,5.03,3.18,6.905
34015,2.34,Ideal,H,I1,62.4,55.0,8.51,8.44,5.29,9.326
34016,0.52,Ideal,F,VS1,62.0,57.0,5.13,5.16,3.19,7.483
34017,0.39,Ideal,G,VS2,60.7,54.0,4.74,4.77,2.89,6.613
34018,1.23,Premium,I,VS2,61.7,58.0,6.87,6.85,4.23,8.634
34019,1.0,Premium,H,SI1,62.4,59.0,6.42,6.37,3.99,8.48
34020,1.23,Ideal,G,SI2,61.6,55.0,6.91,6.88,4.25,8.24
34021,0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67,7.548
34022,0.4,Ideal,G,SI2,60.6,56.0,4.82,4.76,2.91,6.768
34023,1.03,Ideal,G,SI1,61.6,57.0,6.53,6.46,4.0,8.497
34024,0.31,Premium,F,IF,60.8,59.0,4.39,4.36,2.66,7.023
34025,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,7.482
34026,0.33,Very Good,D,VVS1,62.1,58.0,4.39,4.46,2.75,6.824
34027,0.44,Good,F,SI1,63.8,54.0,4.85,4.8,3.08,6.877
34028,0.51,Premium,E,SI1,62.9,57.0,5.11,5.06,3.2,7.246
34029,0.34,Very Good,G,VVS1,59.0,62.0,4.56,4.6,2.7,6.727
34030,1.01,Premium,E,VS2,62.3,59.0,6.38,6.33,3.96,8.6
34031,0.71,Very Good,G,SI1,62.7,59.0,5.65,5.67,3.55,7.697
34032,1.21,Ideal,J,SI1,62.7,55.0,6.84,6.79,4.27,8.611
34033,0.3,Ideal,E,VVS1,60.1,57.0,4.41,4.38,2.64,6.863
34034,0.4,Premium,F,VVS2,60.7,58.0,4.7,4.75,2.87,6.992
34035,0.28,Ideal,E,VS1,61.4,56.0,4.24,4.2,2.59,6.438
34036,0.51,Good,F,SI1,63.8,56.0,5.04,5.08,3.23,7.107
34037,0.32,Good,D,I1,64.0,54.0,4.36,4.33,2.78,6.148
34038,0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,6.969
34039,1.09,Ideal,H,SI1,61.1,57.0,6.71,6.62,4.07,8.56
34040,1.02,Ideal,F,VS2,62.7,56.0,6.39,6.44,4.02,8.776
34041,0.3,Premium,F,VS2,61.4,60.0,4.34,4.29,2.65,6.654
34042,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,8.353
34043,0.71,Good,D,SI1,56.8,62.0,5.93,5.89,3.37,7.804
34044,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,6.151
34045,1.0,Very Good,E,SI2,59.8,58.0,6.47,6.53,3.89,8.371
34046,0.5,Ideal,D,VS2,62.5,54.0,5.05,5.09,3.17,7.469
34047,0.3,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,6.738
34048,0.31,Premium,E,VS2,61.0,58.0,4.37,4.39,2.67,6.522
34049,1.0,Fair,J,SI1,64.7,52.0,6.35,6.3,4.09,8.237
34050,0.7,Ideal,E,VS2,61.1,59.0,5.67,5.73,3.48,8.071
34051,0.7,Ideal,E,SI1,62.2,57.0,5.72,5.67,3.54,7.841
34052,1.03,Premium,D,SI2,61.7,58.0,6.47,6.5,4.0,8.451
34053,0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3,7.382
34054,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02,9.729
34055,0.3,Premium,H,VVS1,61.3,58.0,4.32,4.3,2.64,6.635
34056,1.55,Ideal,D,VS2,62.1,59.0,7.34,7.37,4.57,9.673
34057,1.02,Premium,G,VVS2,62.2,60.0,6.43,6.39,3.99,8.954
34058,0.73,Very Good,F,SI1,59.7,60.0,5.83,5.9,3.5,7.813
34059,0.71,Very Good,D,SI1,59.4,59.0,5.78,5.81,3.44,7.994
34060,0.39,Ideal,J,VVS2,62.0,54.5,4.67,4.7,2.9,6.532
34061,0.3,Very Good,H,SI1,60.9,59.0,4.29,4.31,2.62,6.068
34062,0.32,Ideal,F,IF,62.2,55.0,4.38,4.4,2.73,6.918
34063,0.51,Very Good,E,SI2,63.0,56.0,5.12,5.14,3.23,6.973
34064,0.38,Ideal,J,SI1,62.0,54.0,4.66,4.7,2.9,6.263
34065,0.93,Very Good,G,SI2,62.7,57.0,6.21,6.26,3.91,8.226
34066,1.22,Ideal,H,VS2,62.0,58.0,6.81,6.86,4.24,8.939
34067,0.54,Ideal,G,VS2,60.7,56.0,5.29,5.25,3.2,7.401
34068,0.33,Very Good,I,VVS2,62.1,56.0,4.41,4.45,2.75,6.361
34069,0.7,Fair,I,I1,66.3,63.0,5.58,5.43,3.66,6.922
34070,0.7,Good,E,SI2,63.7,61.0,5.64,5.6,3.58,7.744
34071,0.37,Ideal,J,VS1,62.6,57.0,4.54,4.57,2.85,6.188
34072,2.03,Premium,I,VS2,60.5,62.0,8.22,8.17,4.96,9.699
34073,1.08,Very Good,F,SI2,63.1,59.0,6.51,6.46,4.09,8.186
34074,1.58,Very Good,G,VS1,62.8,57.0,7.34,7.4,4.63,9.544
34075,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,9.688
34076,2.01,Premium,I,SI2,63.0,56.0,8.05,7.96,5.05,9.334
34077,0.31,Good,E,SI1,63.7,57.0,4.29,4.31,2.74,6.299
34078,0.43,Premium,E,SI2,61.2,59.0,4.82,4.89,2.97,6.574
34079,0.36,Ideal,D,VVS1,61.5,55.0,4.61,4.63,2.84,7.449
34080,0.5,Fair,F,SI2,65.8,57.0,4.97,4.83,3.23,6.844
34081,0.3,Premium,D,VS2,62.0,59.0,4.27,4.22,2.63,6.815
34082,0.75,Very Good,F,VS1,62.3,57.0,5.83,5.88,3.65,8.093
34083,0.36,Premium,E,SI1,62.2,59.0,4.57,4.53,2.83,6.628
34084,0.35,Ideal,E,VVS1,62.0,56.0,4.58,4.51,2.82,7.018
34085,0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67,6.594
34086,0.77,Good,H,SI1,57.2,65.0,6.08,6.02,3.46,7.807
34087,0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,7.144
34088,0.34,Ideal,I,VS1,62.6,56.0,4.47,4.44,2.79,6.535
34089,1.03,Premium,H,VS1,61.2,58.0,6.55,6.52,4.0,8.674
34090,0.91,Premium,E,SI1,61.9,61.0,6.14,6.11,3.79,8.284
34091,0.3,Ideal,D,VS2,60.8,57.0,4.33,4.38,2.65,6.565
34092,0.34,Very Good,H,VS2,63.1,56.0,4.46,4.41,2.8,6.535
34093,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,9.18
34094,0.24,Very Good,F,VVS2,60.9,55.0,4.07,4.08,2.48,6.304
34095,0.41,Premium,G,VS2,62.4,58.0,4.72,4.76,2.96,6.718
34096,0.56,Ideal,F,VS1,61.7,56.0,5.32,5.28,3.27,7.609
34097,1.11,Premium,F,VS2,61.9,58.0,6.7,6.64,4.13,8.905
34098,0.38,Ideal,G,VS1,60.8,56.0,4.71,4.66,2.85,6.974
34099,0.28,Premium,E,VVS1,61.1,60.0,4.21,4.17,2.56,6.719
34100,1.39,Premium,E,SI2,62.7,58.0,7.11,6.99,4.42,8.915
34101,0.38,Very Good,D,VS1,59.5,61.0,4.66,4.69,2.78,6.825
34102,0.73,Ideal,I,VS1,61.1,56.0,5.79,5.83,3.55,7.862
34103,1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,8.453
34104,1.02,Very Good,F,IF,62.5,58.0,6.39,6.54,4.04,9.303
34105,1.0,Good,F,SI1,63.6,58.0,6.27,6.31,4.0,8.487
34106,0.58,Very Good,D,SI2,62.9,56.0,5.31,5.35,3.35,7.271
34107,0.34,Ideal,E,VVS1,61.9,56.0,4.47,4.51,2.78,6.922
34108,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,6.54
34109,0.33,Ideal,E,VS1,62.6,57.0,4.4,4.42,2.76,6.661
34110,0.91,Very Good,E,VS2,58.4,63.0,6.31,6.32,3.69,8.481
34111,0.51,Ideal,D,SI1,62.0,55.0,5.11,5.15,3.18,7.348
34112,0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,8.432
34113,0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24,7.237
34114,0.37,Very Good,G,VS1,63.1,56.0,4.59,4.57,2.89,6.864
34115,2.0,Very Good,J,SI2,62.8,57.0,8.02,8.05,5.04,9.351
34116,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,9.038
34117,0.99,Very Good,F,SI1,62.5,58.0,6.36,6.38,3.98,8.539
34118,0.3,Very Good,E,VVS2,61.4,58.0,4.25,4.28,2.62,6.671
34119,0.54,Ideal,F,SI2,61.0,56.0,5.24,5.29,3.21,7.067
34120,0.36,Ideal,G,IF,61.9,55.0,4.56,4.59,2.83,6.936
34121,0.24,Premium,H,VVS2,60.7,58.0,4.07,4.04,2.46,6.317
34122,0.53,Fair,F,VS2,65.5,58.0,5.09,5.03,3.31,7.246
34123,0.59,Ideal,D,SI1,61.4,55.0,5.41,5.43,3.33,7.486
34124,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,8.195
34125,0.94,Premium,D,SI1,60.7,60.0,6.32,6.27,3.82,8.48
34126,1.06,Ideal,H,VS2,62.5,57.0,6.49,6.47,4.05,8.681
34127,0.73,Ideal,I,SI1,62.0,57.0,5.74,5.77,3.56,7.703
34128,0.7,Ideal,E,SI1,62.4,55.0,5.66,5.69,3.54,7.902
34129,0.87,Ideal,E,SI2,60.4,58.0,6.19,6.23,3.75,8.179
34130,0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,7.977
34131,0.43,Ideal,D,VS1,62.1,55.0,4.86,4.83,3.01,7.142
34132,0.9,Good,F,SI1,63.1,58.0,6.12,6.18,3.88,8.281
34133,0.75,Premium,G,SI1,59.1,59.0,5.98,5.9,3.51,7.872
34134,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,6.565
34135,0.91,Very Good,D,SI1,63.5,56.0,6.13,6.18,3.91,8.387
34136,0.91,Ideal,G,SI1,62.0,56.0,6.19,6.22,3.85,8.501
34137,0.75,Ideal,F,SI1,60.8,57.0,5.87,5.9,3.58,8.191
34138,0.61,Ideal,E,VVS2,62.1,54.2,5.43,5.45,3.38,7.975
34139,1.31,Ideal,H,SI1,60.8,56.0,7.12,7.08,4.32,8.925
34140,1.23,Ideal,G,VVS2,62.2,55.0,6.86,6.9,4.28,9.242
34141,0.31,Ideal,E,VS1,61.6,56.0,4.38,4.35,2.69,6.848
34142,1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,8.679
34143,0.71,Good,I,SI1,60.0,64.0,5.79,5.71,3.45,7.481
34144,0.31,Very Good,E,SI1,63.0,59.0,4.26,4.31,2.7,6.299
34145,0.33,Ideal,H,VS2,60.7,57.0,4.48,4.45,2.71,6.504
34146,0.33,Ideal,H,SI1,60.9,56.0,4.5,4.53,2.75,6.236
34147,1.52,Very Good,D,SI2,60.6,62.0,7.37,7.42,4.48,9.147
34148,1.51,Very Good,E,VS2,63.3,56.0,7.3,7.26,4.61,9.581
34149,0.3,Ideal,H,VS1,61.3,56.0,4.31,4.33,2.65,6.265
34150,0.34,Good,H,SI1,63.3,56.0,4.45,4.46,2.82,6.194
34151,0.91,Very Good,G,SI2,62.0,58.0,6.13,6.2,3.82,8.128
34152,0.41,Very Good,D,SI1,59.2,62.0,4.82,4.85,2.86,6.604
34153,0.75,Very Good,E,SI1,60.2,60.0,5.89,5.93,3.56,7.996
